index,prediction
5387,[[14.945975]]
5388,[[15.73983]]
5389,[[16.76733]]
5390,[[16.54115]]
5391,[[15.186335]]
5392,[[17.147232]]
5393,[[16.931025]]
5394,[[17.39796]]
5395,[[18.586098]]
5396,[[17.587051]]
5397,[[17.774296]]
5398,[[18.584225]]
5399,[[17.533998]]
5400,[[18.646502]]
5401,[[18.245035]]
5402,[[19.042301]]
5403,[[17.889942]]
5404,[[17.203983]]
5405,[[16.388351]]
5406,[[17.409151]]
5407,[[20.0554]]
5408,[[17.449041]]
5409,[[18.652733]]
5410,[[18.544407]]
5411,[[18.101923]]
5412,[[18.620817]]
5413,[[18.801117]]
5414,[[17.277344]]
5415,[[17.761248]]
5416,[[17.462263]]
5417,[[17.15974]]
5418,[[17.397573]]
5419,[[17.673336]]
5420,[[15.378231]]
5421,[[15.180753]]
5422,[[16.049498]]
5423,[[15.74573]]
5424,[[14.740245]]
5425,[[14.370894]]
5426,[[14.278706]]
5427,[[14.930557]]
5428,[[15.341865]]
5429,[[14.827252]]
5430,[[15.149222]]
5431,[[15.103969]]
5432,[[14.197697]]
5433,[[13.873626]]
5434,[[14.383562]]
5435,[[14.207343]]
5436,[[14.2646885]]
5437,[[14.5724325]]
5438,[[14.419943]]
5439,[[13.550536]]
5440,[[15.519539]]
5441,[[13.510277]]
5442,[[12.045119]]
5443,[[13.695999]]
5444,[[14.386665]]
5445,[[14.774659]]
5446,[[15.545457]]
5447,[[13.816396]]
5448,[[12.509564]]
5449,[[14.32741]]
5450,[[13.083548]]
5451,[[14.047445]]
5452,[[13.7282915]]
5453,[[11.9902315]]
5454,[[12.78037]]
5455,[[13.145259]]
5456,[[15.209973]]
5457,[[15.666975]]
5458,[[16.548115]]
5459,[[16.785803]]
5460,[[16.835678]]
5461,[[17.326763]]
5462,[[15.827664]]
5463,[[15.859136]]
5464,[[15.310857]]
5465,[[14.981248]]
5466,[[13.606835]]
5467,[[13.514213]]
5468,[[16.810379]]
5469,[[15.802352]]
5470,[[16.00943]]
5471,[[15.219004]]
5472,[[15.396911]]
5473,[[15.4249325]]
5474,[[16.037148]]
5475,[[17.149158]]
5476,[[14.031851]]
5477,[[16.416105]]
5478,[[13.833495]]
5479,[[16.39852]]
5480,[[16.294683]]
5481,[[14.901322]]
5482,[[16.748724]]
5483,[[18.290085]]
5484,[[19.682137]]
5485,[[20.713724]]
5486,[[18.834597]]
5487,[[21.777227]]
5488,[[19.499111]]
5489,[[17.850275]]
5490,[[20.841105]]
5491,[[15.900286]]
5492,[[15.185211]]
5493,[[15.182696]]
5494,[[14.408497]]
5495,[[17.466274]]
5496,[[15.471601]]
5497,[[17.840433]]
5498,[[13.294427]]
5499,[[15.248048]]
5500,[[19.2921]]
5501,[[14.393736]]
5502,[[14.649624]]
5503,[[14.140965]]
5504,[[13.7143755]]
5505,[[12.074881]]
5506,[[11.02746]]
5507,[[11.66675]]
5508,[[14.176626]]
5509,[[15.812423]]
5510,[[15.015376]]
5511,[[14.368385]]
5512,[[13.3708105]]
5513,[[13.654843]]
5514,[[13.365974]]
5515,[[13.436579]]
5516,[[14.526786]]
5517,[[13.243437]]
5518,[[13.289546]]
5519,[[15.559769]]
5520,[[14.83993]]
5521,[[13.997024]]
5522,[[14.237897]]
5523,[[14.416086]]
5524,[[14.706381]]
5525,[[14.329597]]
5526,[[13.7600975]]
5527,[[13.91628]]
5528,[[14.267994]]
5529,[[13.849494]]
5530,[[13.377274]]
5531,[[13.554133]]
5532,[[14.7588]]
5533,[[12.348691]]
5534,[[13.172355]]
5535,[[12.782392]]
5536,[[11.362595]]
5537,[[11.491692]]
5538,[[12.513252]]
5539,[[13.071753]]
5540,[[12.878031]]
5541,[[12.84179]]
5542,[[11.8158865]]
5543,[[12.912751]]
5544,[[10.711604]]
5545,[[14.11505]]
5546,[[13.706636]]
5547,[[14.207475]]
5548,[[14.135877]]
5549,[[13.202498]]
5550,[[13.483598]]
5551,[[12.648993]]
5552,[[12.399782]]
5553,[[13.127204]]
5554,[[13.417749]]
5555,[[15.053871]]
5556,[[15.093684]]
5557,[[14.293465]]
5558,[[14.008895]]
5559,[[13.351867]]
5560,[[12.661783]]
5561,[[13.018664]]
5562,[[13.168715]]
5563,[[13.363903]]
5564,[[14.512087]]
5565,[[11.3612795]]
5566,[[10.691814]]
5567,[[11.66288]]
5568,[[11.980983]]
5569,[[12.384649]]
5570,[[11.723606]]
5571,[[12.328523]]
5572,[[10.150309]]
5573,[[10.379702]]
5574,[[9.339492]]
5575,[[9.355668]]
5576,[[10.961938]]
5577,[[13.004039]]
5578,[[13.65102]]
5579,[[14.085781]]
5580,[[13.863035]]
5581,[[12.573232]]
5582,[[11.491304]]
5583,[[10.621636]]
5584,[[11.15953]]
5585,[[15.148515]]
5586,[[13.850819]]
5587,[[12.132174]]
5588,[[13.396755]]
5589,[[13.637935]]
5590,[[14.734353]]
5591,[[14.266766]]
5592,[[12.151403]]
5593,[[12.879375]]
5594,[[14.998005]]
5595,[[14.491865]]
5596,[[15.193365]]
5597,[[18.1924]]
5598,[[17.187593]]
5599,[[18.19492]]
5600,[[16.16643]]
5601,[[15.672703]]
5602,[[18.072012]]
5603,[[16.480171]]
5604,[[16.59858]]
5605,[[18.045744]]
5606,[[15.121174]]
5607,[[18.9056]]
5608,[[16.691319]]
5609,[[15.87677]]
5610,[[18.397839]]
5611,[[18.370739]]
5612,[[16.775053]]
5613,[[15.799763]]
5614,[[16.237738]]
5615,[[15.883542]]
5616,[[17.108963]]
5617,[[18.465195]]
5618,[[19.493357]]
5619,[[17.51888]]
5620,[[18.692205]]
5621,[[19.352776]]
5622,[[18.281668]]
5623,[[18.738358]]
5624,[[17.370892]]
5625,[[17.574793]]
5626,[[16.137743]]
5627,[[16.00337]]
5628,[[16.081856]]
5629,[[15.002595]]
5630,[[16.012413]]
5631,[[14.428658]]
5632,[[14.059319]]
5633,[[13.8898945]]
5634,[[14.209636]]
5635,[[13.738528]]
5636,[[13.596138]]
5637,[[14.048778]]
5638,[[14.2355]]
5639,[[15.217616]]
5640,[[15.33673]]
5641,[[15.497059]]
5642,[[16.343754]]
5643,[[16.128054]]
5644,[[15.183743]]
5645,[[16.33192]]
5646,[[16.42071]]
5647,[[15.805952]]
5648,[[15.438866]]
5649,[[15.32835]]
5650,[[13.471037]]
5651,[[12.985831]]
5652,[[14.046716]]
5653,[[14.462445]]
5654,[[13.750764]]
5655,[[14.987151]]
5656,[[13.908319]]
5657,[[14.606558]]
5658,[[15.251153]]
5659,[[12.330744]]
5660,[[14.246593]]
5661,[[10.7605]]
5662,[[14.614843]]
5663,[[14.903244]]
5664,[[14.421956]]
5665,[[13.898486]]
5666,[[14.257267]]
5667,[[14.275295]]
5668,[[14.577616]]
5669,[[15.624942]]
5670,[[16.81323]]
5671,[[18.224157]]
5672,[[12.196642]]
5673,[[15.864242]]
5674,[[10.03378]]
5675,[[10.116919]]
5676,[[16.037426]]
5677,[[11.527542]]
5678,[[12.289254]]
5679,[[15.433032]]
5680,[[13.896328]]
5681,[[12.76421]]
5682,[[12.804195]]
5683,[[15.09207]]
5684,[[12.813162]]
5685,[[12.950918]]
5686,[[12.895739]]
5687,[[15.8029375]]
5688,[[11.663363]]
5689,[[9.38559]]
5690,[[6.3270574]]
5691,[[9.362]]
5692,[[12.422753]]
5693,[[10.131753]]
5694,[[8.037365]]
5695,[[12.643741]]
5696,[[10.524526]]
5697,[[11.983006]]
5698,[[11.392596]]
5699,[[7.4845276]]
5700,[[9.781557]]
5701,[[9.400284]]
5702,[[11.277263]]
5703,[[11.201031]]
5704,[[11.1585245]]
5705,[[12.274016]]
5706,[[12.989155]]
5707,[[12.438253]]
5708,[[12.36783]]
5709,[[13.556092]]
5710,[[13.320581]]
5711,[[15.724905]]
5712,[[15.154435]]
5713,[[13.723274]]
5714,[[17.433966]]
5715,[[16.529154]]
5716,[[13.680571]]
5717,[[11.402435]]
5718,[[6.0501966]]
5719,[[10.819232]]
5720,[[7.8591914]]
5721,[[7.5683393]]
5722,[[10.760923]]
5723,[[12.589234]]
5724,[[9.1205635]]
5725,[[10.304077]]
5726,[[10.531438]]
5727,[[10.079725]]
5728,[[13.529537]]
5729,[[7.055266]]
5730,[[9.710587]]
5731,[[10.929366]]
5732,[[12.342139]]
5733,[[18.24043]]
5734,[[13.214438]]
5735,[[14.560104]]
5736,[[13.166272]]
5737,[[13.567201]]
5738,[[14.622995]]
5739,[[13.55657]]
5740,[[14.152252]]
5741,[[13.619486]]
5742,[[12.601324]]
5743,[[11.178814]]
5744,[[14.560915]]
5745,[[11.946033]]
5746,[[14.21961]]
5747,[[16.624044]]
5748,[[12.920049]]
5749,[[14.661101]]
5750,[[11.761109]]
5751,[[10.665595]]
5752,[[11.332774]]
5753,[[7.3750806]]
5754,[[9.856336]]
5755,[[17.199846]]
5756,[[4.0558124]]
5757,[[14.510906]]
5758,[[18.51149]]
5759,[[16.64319]]
5760,[[20.058424]]
5761,[[17.48686]]
5762,[[16.853685]]
5763,[[19.33936]]
5764,[[18.601562]]
5765,[[16.117096]]
5766,[[16.316654]]
5767,[[15.323965]]
5768,[[5.810844]]
5769,[[15.897359]]
5770,[[14.655455]]
5771,[[14.114539]]
5772,[[11.885019]]
5773,[[12.102403]]
5774,[[11.366529]]
5775,[[7.239539]]
5776,[[13.270168]]
5777,[[10.763062]]
5778,[[13.046718]]
5779,[[13.009219]]
5780,[[12.879437]]
5781,[[13.675713]]
5782,[[12.178546]]
5783,[[12.646476]]
5784,[[14.114305]]
5785,[[15.564054]]
5786,[[15.833959]]
5787,[[16.404716]]
5788,[[15.536686]]
5789,[[14.672014]]
5790,[[12.527326]]
5791,[[9.803492]]
5792,[[12.167266]]
5793,[[7.949083]]
5794,[[11.657506]]
5795,[[11.964413]]
5796,[[8.493406]]
5797,[[8.614762]]
5798,[[8.869227]]
5799,[[11.93799]]
5800,[[13.208582]]
5801,[[12.0767765]]
5802,[[14.13593]]
5803,[[13.8659935]]
5804,[[10.876569]]
5805,[[11.349204]]
5806,[[13.9658375]]
5807,[[6.6129675]]
5808,[[8.323879]]
5809,[[13.98148]]
5810,[[13.398517]]
5811,[[10.33939]]
5812,[[12.163485]]
5813,[[12.388324]]
5814,[[11.742787]]
5815,[[13.329353]]
5816,[[12.561686]]
5817,[[11.542369]]
5818,[[12.008553]]
5819,[[8.313452]]
5820,[[12.122894]]
5821,[[12.135434]]
5822,[[11.387629]]
5823,[[12.847307]]
5824,[[12.410884]]
5825,[[8.785878]]
5826,[[6.9080687]]
5827,[[10.7501545]]
5828,[[4.243151]]
5829,[[10.336287]]
5830,[[6.8174777]]
5831,[[6.9855256]]
5832,[[3.4884338]]
5833,[[2.9959755]]
5834,[[2.7925165]]
5835,[[5.9802914]]
5836,[[2.6012173]]
5837,[[4.8618846]]
5838,[[5.4179206]]
5839,[[3.4895444]]
5840,[[9.140808]]
5841,[[8.721593]]
5842,[[9.325043]]
5843,[[9.331563]]
5844,[[9.799922]]
5845,[[14.66661]]
5846,[[12.178049]]
5847,[[11.275084]]
5848,[[13.251881]]
5849,[[12.312761]]
5850,[[12.592336]]
5851,[[10.177832]]
5852,[[11.451257]]
5853,[[6.9392033]]
5854,[[7.857542]]
5855,[[6.4858117]]
5856,[[6.0743876]]
5857,[[7.7172294]]
5858,[[9.426387]]
5859,[[8.817231]]
5860,[[3.0288923]]
5861,[[8.059444]]
5862,[[13.550542]]
5863,[[9.242613]]
5864,[[13.388612]]
5865,[[10.791528]]
5866,[[13.17641]]
5867,[[12.99283]]
5868,[[12.832812]]
5869,[[15.189613]]
5870,[[11.241486]]
5871,[[9.463082]]
5872,[[12.6829605]]
5873,[[11.819334]]
5874,[[11.507159]]
5875,[[5.338334]]
5876,[[10.080941]]
5877,[[8.684757]]
5878,[[10.736845]]
5879,[[7.716423]]
5880,[[7.373678]]
5881,[[7.801832]]
5882,[[4.829873]]
5883,[[7.1276073]]
5884,[[10.699997]]
5885,[[8.113612]]
5886,[[8.253299]]
5887,[[12.39209]]
5888,[[11.259054]]
5889,[[12.221421]]
5890,[[13.357714]]
5891,[[8.629052]]
5892,[[13.050001]]
5893,[[10.953679]]
5894,[[11.191636]]
5895,[[7.378407]]
5896,[[10.543787]]
5897,[[12.331535]]
5898,[[12.112031]]
5899,[[12.78311]]
5900,[[12.21482]]
5901,[[9.484483]]
5902,[[12.859283]]
5903,[[13.609475]]
5904,[[12.93794]]
5905,[[13.074266]]
5906,[[13.090103]]
5907,[[13.839148]]
5908,[[12.346688]]
5909,[[13.113727]]
5910,[[11.585364]]
5911,[[14.760744]]
5912,[[13.208399]]
5913,[[15.261405]]
5914,[[16.365913]]
5915,[[13.9887085]]
5916,[[14.39145]]
5917,[[15.863084]]
5918,[[14.477018]]
5919,[[12.846723]]
5920,[[12.653521]]
5921,[[12.562688]]
5922,[[13.897275]]
5923,[[13.802588]]
5924,[[13.325331]]
5925,[[12.279023]]
5926,[[12.861372]]
5927,[[12.554744]]
5928,[[12.890407]]
5929,[[12.886711]]
5930,[[13.50464]]
5931,[[12.137533]]
5932,[[13.349806]]
5933,[[13.067349]]
5934,[[12.962691]]
5935,[[12.833697]]
5936,[[16.674212]]
5937,[[10.073334]]
5938,[[13.308147]]
5939,[[15.968586]]
5940,[[17.103544]]
5941,[[15.581032]]
5942,[[16.09742]]
5943,[[15.185188]]
5944,[[10.984723]]
5945,[[14.633818]]
5946,[[13.005906]]
5947,[[13.626123]]
5948,[[13.481641]]
5949,[[12.971537]]
5950,[[12.959542]]
5951,[[11.56416]]
5952,[[11.395022]]
5953,[[11.775906]]
5954,[[11.230544]]
5955,[[11.208922]]
5956,[[12.164867]]
5957,[[9.93657]]
5958,[[9.546331]]
5959,[[10.026535]]
5960,[[8.666271]]
5961,[[10.713581]]
5962,[[12.305814]]
5963,[[9.855088]]
5964,[[11.052682]]
5965,[[11.811932]]
5966,[[10.942985]]
5967,[[10.076133]]
5968,[[13.138077]]
5969,[[12.991507]]
5970,[[12.7044735]]
5971,[[10.09269]]
5972,[[11.740385]]
5973,[[11.291555]]
5974,[[11.550086]]
5975,[[11.294961]]
5976,[[12.164051]]
5977,[[12.247761]]
5978,[[11.584333]]
5979,[[10.09895]]
5980,[[11.405745]]
5981,[[11.471668]]
5982,[[10.216803]]
5983,[[12.129579]]
5984,[[13.04233]]
5985,[[13.432896]]
5986,[[14.076625]]
5987,[[12.571455]]
5988,[[13.616221]]
5989,[[15.012433]]
5990,[[15.189504]]
5991,[[15.550756]]
5992,[[16.572475]]
5993,[[15.895208]]
5994,[[14.976588]]
5995,[[18.06713]]
5996,[[12.788178]]
5997,[[16.135912]]
5998,[[13.218645]]
5999,[[15.065323]]
6000,[[14.97211]]
6001,[[15.514142]]
6002,[[14.773576]]
6003,[[14.811962]]
6004,[[15.084213]]
6005,[[15.395613]]
6006,[[13.0392685]]
6007,[[12.254128]]
6008,[[15.314467]]
6009,[[15.065085]]
6010,[[15.9827385]]
6011,[[15.858315]]
6012,[[14.93098]]
6013,[[15.71282]]
6014,[[13.787414]]
6015,[[14.391253]]
6016,[[18.28457]]
6017,[[17.08655]]
6018,[[16.198366]]
6019,[[16.749043]]
6020,[[19.32138]]
6021,[[17.848642]]
6022,[[17.213966]]
6023,[[14.638941]]
6024,[[15.961487]]
6025,[[17.07093]]
6026,[[14.269031]]
6027,[[12.817863]]
6028,[[14.854057]]
6029,[[14.217099]]
6030,[[15.779743]]
6031,[[15.028595]]
6032,[[15.316419]]
6033,[[15.893758]]
6034,[[16.05313]]
6035,[[16.052612]]
6036,[[16.304247]]
6037,[[14.372504]]
6038,[[15.296341]]
6039,[[13.732092]]
6040,[[12.03627]]
6041,[[7.221744]]
6042,[[10.789434]]
6043,[[7.7853856]]
6044,[[8.407084]]
6045,[[9.916753]]
6046,[[8.917925]]
6047,[[12.596327]]
6048,[[12.6004305]]
6049,[[12.295954]]
6050,[[10.606226]]
6051,[[8.594494]]
6052,[[8.092919]]
6053,[[7.1954346]]
6054,[[8.693597]]
6055,[[8.256026]]
6056,[[11.667017]]
6057,[[11.455775]]
6058,[[10.577241]]
6059,[[11.265835]]
6060,[[13.122662]]
6061,[[12.688078]]
6062,[[13.822628]]
6063,[[14.092558]]
6064,[[11.855392]]
6065,[[11.153302]]
6066,[[9.369362]]
6067,[[11.670822]]
6068,[[12.835174]]
6069,[[11.765687]]
6070,[[12.989876]]
6071,[[11.030783]]
6072,[[13.492319]]
6073,[[13.062752]]
6074,[[12.351176]]
6075,[[12.246905]]
6076,[[10.3450575]]
6077,[[10.185774]]
6078,[[12.255053]]
6079,[[12.5206995]]
6080,[[12.919102]]
6081,[[15.850077]]
6082,[[16.173304]]
6083,[[16.116903]]
6084,[[16.10603]]
6085,[[14.757844]]
6086,[[15.110796]]
6087,[[14.08001]]
6088,[[14.0552025]]
6089,[[11.93105]]
6090,[[9.800262]]
6091,[[10.0083685]]
6092,[[7.0248637]]
6093,[[11.867091]]
6094,[[11.979572]]
6095,[[12.777691]]
6096,[[13.690546]]
6097,[[12.938951]]
6098,[[10.036716]]
6099,[[10.44821]]
6100,[[9.265278]]
6101,[[8.770713]]
6102,[[7.578485]]
6103,[[6.280654]]
6104,[[5.5777054]]
6105,[[7.3560987]]
6106,[[9.597906]]
6107,[[6.4778137]]
6108,[[6.9595428]]
6109,[[6.6335607]]
6110,[[4.091828]]
6111,[[7.7648892]]
6112,[[8.757058]]
6113,[[6.6202283]]
6114,[[7.328105]]
6115,[[5.5336175]]
6116,[[7.4215374]]
6117,[[5.7855535]]
6118,[[7.894272]]
6119,[[8.899302]]
6120,[[10.134485]]
6121,[[11.509267]]
6122,[[8.954882]]
6123,[[8.529352]]
6124,[[10.512463]]
6125,[[8.020229]]
6126,[[9.286017]]
6127,[[10.59576]]
6128,[[8.512438]]
6129,[[9.271685]]
6130,[[8.365115]]
6131,[[7.2279987]]
6132,[[9.157062]]
6133,[[8.262038]]
6134,[[11.385789]]
6135,[[11.63181]]
6136,[[11.198682]]
6137,[[11.471185]]
6138,[[6.946021]]
6139,[[11.285375]]
6140,[[11.572159]]
6141,[[13.515026]]
6142,[[9.069468]]
6143,[[7.4065924]]
6144,[[5.885354]]
6145,[[6.938007]]
6146,[[7.690079]]
6147,[[7.0403724]]
6148,[[8.592709]]
6149,[[7.183558]]
6150,[[9.12095]]
6151,[[12.675988]]
6152,[[14.007493]]
6153,[[13.9657]]
6154,[[17.757309]]
6155,[[7.976615]]
6156,[[5.2058887]]
6157,[[11.948589]]
6158,[[9.528327]]
6159,[[7.243082]]
6160,[[11.251131]]
6161,[[11.535027]]
6162,[[10.80545]]
6163,[[13.329056]]
6164,[[8.293486]]
6165,[[3.4092343]]
6166,[[3.3933547]]
6167,[[9.876509]]
6168,[[11.76113]]
6169,[[10.265395]]
6170,[[8.118845]]
6171,[[6.210141]]
6172,[[1.6780009]]
6173,[[2.0832012]]
6174,[[2.856607]]
6175,[[5.1580796]]
6176,[[9.579539]]
6177,[[1.742166]]
6178,[[1.1087728]]
6179,[[1.1999116]]
6180,[[1.294097]]
6181,[[5.701937]]
6182,[[2.8394558]]
6183,[[2.4230452]]
6184,[[1.9991045]]
6185,[[2.329647]]
6186,[[2.3878572]]
6187,[[1.4784958]]
6188,[[3.3528373]]
6189,[[2.168981]]
6190,[[3.9997077]]
6191,[[1.7814541]]
6192,[[2.9880006]]
6193,[[2.7575936]]
6194,[[2.0688043]]
6195,[[2.3045964]]
6196,[[4.083042]]
6197,[[3.3122869]]
6198,[[4.328267]]
6199,[[6.2406964]]
6200,[[7.6178193]]
6201,[[5.3724656]]
6202,[[9.241404]]
6203,[[8.758576]]
6204,[[4.126675]]
6205,[[2.8767705]]
6206,[[3.7898169]]
6207,[[3.1560235]]
6208,[[8.628733]]
6209,[[7.6287804]]
6210,[[7.76164]]
6211,[[12.133073]]
6212,[[12.192477]]
6213,[[12.025079]]
6214,[[12.425521]]
6215,[[10.415484]]
6216,[[9.509754]]
6217,[[4.502594]]
6218,[[9.135887]]
6219,[[9.866152]]
6220,[[12.665523]]
6221,[[15.173495]]
6222,[[16.17965]]
6223,[[12.3200865]]
6224,[[11.923727]]
6225,[[13.209841]]
6226,[[12.554209]]
6227,[[12.803]]
6228,[[12.37758]]
6229,[[12.000808]]
6230,[[14.1438675]]
6231,[[13.152755]]
6232,[[14.615682]]
6233,[[14.505742]]
6234,[[16.100224]]
6235,[[12.795071]]
6236,[[13.461095]]
6237,[[11.990391]]
6238,[[10.090403]]
6239,[[13.5104685]]
6240,[[13.824405]]
6241,[[13.80276]]
6242,[[15.058908]]
6243,[[13.549958]]
6244,[[15.149891]]
6245,[[9.528156]]
6246,[[10.298631]]
6247,[[10.036752]]
6248,[[10.398723]]
6249,[[10.775483]]
6250,[[9.822899]]
6251,[[6.188768]]
6252,[[3.227367]]
6253,[[13.046174]]
6254,[[18.318604]]
6255,[[19.88908]]
6256,[[15.650879]]
6257,[[11.698912]]
6258,[[10.971537]]
6259,[[9.527262]]
6260,[[9.766958]]
6261,[[11.492493]]
6262,[[13.173456]]
6263,[[11.68248]]
6264,[[8.335987]]
6265,[[9.265091]]
6266,[[10.507373]]
6267,[[15.16764]]
6268,[[18.178267]]
6269,[[14.814547]]
6270,[[18.22534]]
6271,[[19.101494]]
6272,[[13.342112]]
6273,[[13.602974]]
6274,[[11.04]]
6275,[[9.822192]]
6276,[[14.00233]]
6277,[[14.066324]]
6278,[[14.09137]]
6279,[[12.761536]]
6280,[[12.729655]]
6281,[[16.05372]]
6282,[[15.206202]]
6283,[[12.786473]]
6284,[[14.824039]]
6285,[[16.015247]]
6286,[[14.273023]]
6287,[[14.515958]]
6288,[[15.218816]]
6289,[[14.175061]]
6290,[[16.31235]]
6291,[[16.399282]]
6292,[[16.355957]]
6293,[[15.015262]]
6294,[[16.080105]]
6295,[[16.10789]]
6296,[[13.404526]]
6297,[[11.793011]]
6298,[[13.552124]]
6299,[[13.760147]]
6300,[[13.276309]]
6301,[[15.016522]]
6302,[[13.556577]]
6303,[[14.865492]]
6304,[[15.759679]]
6305,[[14.525904]]
6306,[[14.282483]]
6307,[[15.328226]]
6308,[[11.824872]]
6309,[[11.259795]]
6310,[[13.745011]]
6311,[[14.1243105]]
6312,[[13.128538]]
6313,[[17.355015]]
6314,[[19.150143]]
6315,[[11.735683]]
6316,[[15.240074]]
6317,[[15.850414]]
6318,[[16.043295]]
6319,[[18.63956]]
6320,[[18.288757]]
6321,[[16.712177]]
6322,[[17.037468]]
6323,[[17.492472]]
6324,[[18.041891]]
6325,[[18.173714]]
6326,[[15.658941]]
6327,[[16.671356]]
6328,[[16.667435]]
6329,[[15.507113]]
6330,[[13.6253395]]
6331,[[16.91996]]
6332,[[14.114208]]
6333,[[13.406562]]
6334,[[14.515606]]
6335,[[15.358206]]
6336,[[13.36522]]
6337,[[13.914021]]
6338,[[11.564568]]
6339,[[12.848509]]
6340,[[15.493274]]
6341,[[13.491427]]
6342,[[14.913064]]
6343,[[12.879236]]
6344,[[12.14683]]
6345,[[10.123886]]
6346,[[16.292627]]
6347,[[10.487025]]
6348,[[10.809853]]
6349,[[12.296266]]
6350,[[11.581263]]
6351,[[12.852077]]
6352,[[11.983125]]
6353,[[12.306492]]
6354,[[12.946491]]
6355,[[13.529602]]
6356,[[17.166843]]
6357,[[9.6853]]
6358,[[9.441412]]
6359,[[16.410898]]
6360,[[16.706259]]
6361,[[17.3197]]
6362,[[17.185322]]
6363,[[17.162806]]
6364,[[15.753539]]
6365,[[16.22532]]
6366,[[13.111012]]
6367,[[13.428537]]
6368,[[15.331527]]
6369,[[13.243977]]
6370,[[13.625628]]
6371,[[13.761272]]
6372,[[13.391512]]
6373,[[14.005693]]
6374,[[14.15577]]
6375,[[14.987794]]
6376,[[14.745707]]
6377,[[14.706636]]
6378,[[15.118027]]
6379,[[13.374802]]
6380,[[14.317397]]
6381,[[12.824464]]
6382,[[14.527565]]
6383,[[15.282659]]
6384,[[16.257523]]
6385,[[16.164196]]
6386,[[15.393415]]
6387,[[15.4801235]]
6388,[[16.258766]]
6389,[[13.011209]]
6390,[[11.470569]]
6391,[[16.12437]]
6392,[[17.628193]]
6393,[[15.122516]]
6394,[[15.174137]]
6395,[[15.565131]]
6396,[[12.744915]]
6397,[[13.523098]]
6398,[[14.599439]]
6399,[[13.026757]]
6400,[[14.240383]]
6401,[[14.013401]]
6402,[[13.105379]]
6403,[[15.228009]]
6404,[[15.072733]]
6405,[[15.236255]]
6406,[[14.826993]]
6407,[[12.566526]]
6408,[[13.192072]]
6409,[[12.783692]]
6410,[[11.757457]]
6411,[[13.307169]]
6412,[[11.82975]]
6413,[[11.216181]]
6414,[[12.671264]]
6415,[[12.61766]]
6416,[[13.535251]]
6417,[[14.075024]]
6418,[[12.073323]]
6419,[[12.232854]]
6420,[[12.328792]]
6421,[[10.446365]]
6422,[[12.824239]]
6423,[[10.909512]]
6424,[[10.693564]]
6425,[[7.1873813]]
6426,[[10.130941]]
6427,[[8.196108]]
6428,[[9.517394]]
6429,[[11.1797]]
6430,[[12.562408]]
6431,[[13.810525]]
6432,[[10.978224]]
6433,[[10.900937]]
6434,[[10.19038]]
6435,[[9.160074]]
6436,[[8.231331]]
6437,[[9.316553]]
6438,[[9.426562]]
6439,[[10.49873]]
6440,[[11.795409]]
6441,[[10.512449]]
6442,[[11.553497]]
6443,[[10.726308]]
6444,[[10.295861]]
6445,[[9.37019]]
6446,[[9.700987]]
6447,[[11.46948]]
6448,[[10.596465]]
6449,[[10.037432]]
6450,[[10.385939]]
6451,[[7.1704617]]
6452,[[8.628459]]
6453,[[10.909886]]
6454,[[10.514509]]
6455,[[11.243637]]
6456,[[10.242343]]
6457,[[12.0456]]
6458,[[11.455158]]
6459,[[11.353581]]
6460,[[10.692474]]
6461,[[11.398445]]
6462,[[11.709776]]
6463,[[12.341114]]
6464,[[13.458375]]
6465,[[10.691353]]
6466,[[12.525314]]
6467,[[11.139522]]
6468,[[11.985495]]
6469,[[10.106769]]
6470,[[10.179132]]
6471,[[10.560207]]
6472,[[7.6007915]]
6473,[[9.524085]]
6474,[[10.201251]]
6475,[[7.719494]]
6476,[[11.160066]]
6477,[[8.967914]]
6478,[[8.4597435]]
6479,[[9.749655]]
6480,[[9.227742]]
6481,[[11.393674]]
6482,[[9.992766]]
6483,[[8.441359]]
6484,[[10.008223]]
6485,[[10.791384]]
6486,[[9.854975]]
6487,[[12.388433]]
6488,[[10.204435]]
6489,[[12.170738]]
6490,[[11.093588]]
6491,[[12.418847]]
6492,[[9.490006]]
6493,[[12.790716]]
6494,[[10.733857]]
6495,[[11.554267]]
6496,[[11.500733]]
6497,[[10.466305]]
6498,[[10.685703]]
6499,[[10.021732]]
6500,[[12.488488]]
6501,[[8.809079]]
6502,[[9.494895]]
6503,[[9.827258]]
6504,[[10.353684]]
6505,[[10.455919]]
6506,[[9.33882]]
6507,[[10.060588]]
6508,[[11.052337]]
6509,[[11.752804]]
6510,[[11.494169]]
6511,[[12.756123]]
6512,[[14.00871]]
6513,[[14.130641]]
6514,[[13.453641]]
6515,[[13.9830065]]
6516,[[13.173012]]
6517,[[12.582884]]
6518,[[11.429717]]
6519,[[12.855644]]
6520,[[12.690495]]
6521,[[12.773679]]
6522,[[9.966329]]
6523,[[9.798139]]
6524,[[14.337438]]
6525,[[11.375962]]
6526,[[12.762644]]
6527,[[14.7488165]]
6528,[[11.812912]]
6529,[[12.728376]]
6530,[[14.29582]]
6531,[[12.536489]]
6532,[[11.714756]]
6533,[[13.574799]]
6534,[[11.833194]]
6535,[[11.693185]]
6536,[[11.297565]]
6537,[[11.062201]]
6538,[[12.234437]]
6539,[[11.166617]]
6540,[[9.669323]]
6541,[[12.262022]]
6542,[[12.538508]]
6543,[[10.359158]]
